date,dam,precipitation_mm
2019-10-25,Capaccio,0.0
2019-10-26,Capaccio,0.2
2019-10-27,Capaccio,0.0
2019-10-28,Capaccio,0.0
2019-10-29,Capaccio,0.0
2019-10-30,Capaccio,1.1
2019-10-31,Capaccio,3.0
2019-11-01,Capaccio,12.1
2019-11-02,Capaccio,0.0
2019-11-03,Capaccio,2.1
2019-11-04,Capaccio,1.5
2019-11-05,Capaccio,0.0
2019-11-06,Capaccio,5.2
2019-11-07,Capaccio,0.2
2019-11-08,Capaccio,0.1
2019-11-09,Capaccio,3.3
2019-11-10,Capaccio,1.3
2019-11-11,Capaccio,0.0
2019-11-12,Capaccio,33.9
2019-11-13,Capaccio,2.3
2019-11-14,Capaccio,0.0
2019-11-15,Capaccio,0.0
2019-11-16,Capaccio,0.0
2019-11-17,Capaccio,15.2
2019-11-18,Capaccio,0.6
2019-11-19,Capaccio,0.0
2019-11-20,Capaccio,1.5
2019-11-21,Capaccio,0.1
2019-11-22,Capaccio,0.2
2019-11-23,Capaccio,0.0
2019-11-24,Capaccio,41.5
2019-11-25,Capaccio,7.6
2019-11-26,Capaccio,1.0
2019-11-27,Capaccio,0.7
2019-11-28,Capaccio,0.1
2019-11-29,Capaccio,0.0
2019-11-30,Capaccio,1.0
2019-12-01,Capaccio,0.0
2019-12-02,Capaccio,0.0
2019-12-03,Capaccio,0.6
2019-12-04,Capaccio,0.0
2019-12-05,Capaccio,0.6
2019-12-06,Capaccio,0.2
2019-12-07,Capaccio,0.0
2019-12-08,Capaccio,0.0
2019-12-09,Capaccio,0.0
2019-12-10,Capaccio,7.9
2019-12-11,Capaccio,1.3
2019-12-12,Capaccio,1.3
2019-12-13,Capaccio,4.9
2019-12-14,Capaccio,4.5
2019-12-15,Capaccio,0.0
2019-12-16,Capaccio,0.0
2019-12-17,Capaccio,0.0
2019-12-18,Capaccio,0.0
2019-12-19,Capaccio,0.6
2019-12-20,Capaccio,0.6
2019-12-21,Capaccio,4.0
2019-12-22,Capaccio,9.2
2019-12-23,Capaccio,0.4
2019-12-24,Capaccio,0.1
2019-12-25,Capaccio,0.0
2019-12-26,Capaccio,0.0
2019-12-27,Capaccio,0.0
2019-12-28,Capaccio,8.7
2019-12-29,Capaccio,3.2
2019-12-30,Capaccio,3.5
2019-12-31,Capaccio,0.0
2020-01-01,Capaccio,0.0
2020-01-02,Capaccio,0.0
2020-01-03,Capaccio,0.0
2020-01-04,Capaccio,0.0
2020-01-05,Capaccio,1.3
2020-01-06,Capaccio,0.0
2020-01-07,Capaccio,0.0
2020-01-08,Capaccio,0.0
2020-01-09,Capaccio,0.0
2020-01-10,Capaccio,0.0
2020-01-11,Capaccio,0.0
2020-01-12,Capaccio,0.0
2020-01-13,Capaccio,0.0
2020-01-14,Capaccio,0.0
2020-01-15,Capaccio,0.0
2020-01-16,Capaccio,0.0
2020-01-17,Capaccio,0.0
2020-01-18,Capaccio,0.6
2020-01-19,Capaccio,0.5
2020-01-20,Capaccio,0.9
2020-01-21,Capaccio,0.0
2020-01-22,Capaccio,0.0
2020-01-23,Capaccio,0.0
2020-01-24,Capaccio,0.0
2020-01-25,Capaccio,0.0
2020-01-26,Capaccio,1.9
2020-01-27,Capaccio,0.0
2020-01-28,Capaccio,0.0
2020-01-29,Capaccio,0.0
2020-01-30,Capaccio,0.0
2020-01-31,Capaccio,0.0
2020-02-01,Capaccio,0.0
2020-02-02,Capaccio,0.0
2020-02-03,Capaccio,0.0
2020-02-04,Capaccio,5.5
2020-02-05,Capaccio,6.6
2020-02-06,Capaccio,0.0
2020-02-07,Capaccio,0.0
2020-02-08,Capaccio,0.0
2020-02-09,Capaccio,0.0
2020-02-10,Capaccio,0.0
2020-02-11,Capaccio,0.0
2020-02-12,Capaccio,0.0
2020-02-13,Capaccio,0.0
2020-02-14,Capaccio,8.3
2020-02-15,Capaccio,0.0
2020-02-16,Capaccio,0.0
2020-02-17,Capaccio,0.0
2020-02-18,Capaccio,0.0
2020-02-19,Capaccio,8.4
2020-02-20,Capaccio,0.5
2020-02-21,Capaccio,0.0
2020-02-22,Capaccio,0.0
2020-02-23,Capaccio,0.0
2020-02-24,Capaccio,0.0
2020-02-25,Capaccio,0.0
2020-02-26,Capaccio,0.0
2020-02-27,Capaccio,0.8
2020-02-28,Capaccio,2.6
2020-02-29,Capaccio,0.0
2020-03-01,Capaccio,0.4
2020-03-02,Capaccio,0.6
2020-03-03,Capaccio,2.1
2020-03-04,Capaccio,0.2
2020-03-05,Capaccio,0.0
2020-03-06,Capaccio,5.1
2020-03-07,Capaccio,4.4
2020-03-08,Capaccio,4.7
2020-03-09,Capaccio,0.0
2020-03-10,Capaccio,0.2
2020-03-11,Capaccio,0.0
2020-03-12,Capaccio,0.0
2020-03-13,Capaccio,0.0
2020-03-14,Capaccio,1.6
2020-03-15,Capaccio,1.3
2020-03-16,Capaccio,0.0
2020-03-17,Capaccio,0.0
2020-03-18,Capaccio,0.0
2020-03-19,Capaccio,0.0
2020-03-20,Capaccio,0.0
2020-03-21,Capaccio,0.0
2020-03-22,Capaccio,6.7
2020-03-23,Capaccio,2.6
2020-03-24,Capaccio,1.0
2020-03-25,Capaccio,10.9
2020-03-26,Capaccio,22.4
2020-03-27,Capaccio,2.9
2020-03-28,Capaccio,0.6
2020-03-29,Capaccio,0.0
2020-03-30,Capaccio,0.0
2020-03-31,Capaccio,1.8
2020-04-01,Capaccio,5.5
2020-04-02,Capaccio,0.0
2020-04-03,Capaccio,0.0
2020-04-04,Capaccio,0.0
2020-04-05,Capaccio,0.0
2020-04-06,Capaccio,0.0
2020-04-07,Capaccio,0.0
2020-04-08,Capaccio,0.0
2020-04-09,Capaccio,0.0
2020-04-10,Capaccio,0.0
2020-04-11,Capaccio,0.0
2020-04-12,Capaccio,0.0
2020-04-13,Capaccio,0.0
2020-04-14,Capaccio,7.2
2020-04-15,Capaccio,0.1
2020-04-16,Capaccio,0.0
2020-04-17,Capaccio,0.0
2020-04-18,Capaccio,0.0
2020-04-19,Capaccio,0.2
2020-04-20,Capaccio,9.7
2020-04-21,Capaccio,5.8
2020-04-22,Capaccio,28.4
2020-04-23,Capaccio,6.4
2020-04-24,Capaccio,0.0
2020-04-25,Capaccio,0.0
2020-04-26,Capaccio,0.0
2020-04-27,Capaccio,0.0
2020-04-28,Capaccio,0.7
2020-04-29,Capaccio,0.2
2020-04-30,Capaccio,0.0
2020-05-01,Capaccio,0.2
2020-05-02,Capaccio,3.0
2020-05-03,Capaccio,6.5
2020-05-04,Capaccio,0.0
2020-05-05,Capaccio,0.0
2020-05-06,Capaccio,1.4
2020-05-07,Capaccio,0.0
2020-05-08,Capaccio,0.0
2020-05-09,Capaccio,0.0
2020-05-10,Capaccio,0.5
2020-05-11,Capaccio,0.0
2020-05-12,Capaccio,0.0
2020-05-13,Capaccio,0.0
2020-05-14,Capaccio,0.3
2020-05-15,Capaccio,0.0
2020-05-16,Capaccio,0.0
2020-05-17,Capaccio,0.0
2020-05-18,Capaccio,0.0
2020-05-19,Capaccio,0.9
2020-05-20,Capaccio,19.3
2020-05-21,Capaccio,9.7
2020-05-22,Capaccio,0.0
2020-05-23,Capaccio,0.0
2020-05-24,Capaccio,0.1
2020-05-25,Capaccio,0.7
2020-05-26,Capaccio,0.0
2020-05-27,Capaccio,0.0
2020-05-28,Capaccio,0.1
2020-05-29,Capaccio,1.3
2020-05-30,Capaccio,18.3
2020-05-31,Capaccio,4.3
2020-06-01,Capaccio,0.5
2020-06-02,Capaccio,0.1
2020-06-03,Capaccio,0.3
2020-06-04,Capaccio,0.0
2020-06-05,Capaccio,23.1
2020-06-06,Capaccio,0.7
2020-06-07,Capaccio,0.0
2020-06-08,Capaccio,2.0
2020-06-09,Capaccio,2.1
2020-06-10,Capaccio,0.3
2020-06-11,Capaccio,0.0
2020-06-12,Capaccio,0.0
2020-06-13,Capaccio,0.0
2020-06-14,Capaccio,0.0
2020-06-15,Capaccio,2.3
2020-06-16,Capaccio,8.6
2020-06-17,Capaccio,0.5
2020-06-18,Capaccio,0.0
2020-06-19,Capaccio,0.0
2020-06-20,Capaccio,1.9
2020-06-21,Capaccio,0.3
2020-06-22,Capaccio,1.8
2020-06-23,Capaccio,0.0
2020-06-24,Capaccio,0.1
2020-06-25,Capaccio,0.0
2020-06-26,Capaccio,0.0
2020-06-27,Capaccio,0.0
2020-06-28,Capaccio,0.0
2020-06-29,Capaccio,0.0
2020-06-30,Capaccio,0.0
2020-07-01,Capaccio,0.0
2020-07-02,Capaccio,0.8
2020-07-03,Capaccio,0.1
2020-07-04,Capaccio,6.9
2020-07-05,Capaccio,0.4
2020-07-06,Capaccio,2.7
2020-07-07,Capaccio,0.0
2020-07-08,Capaccio,0.0
2020-07-09,Capaccio,0.0
2020-07-10,Capaccio,0.0
2020-07-11,Capaccio,0.0
2020-07-12,Capaccio,0.0
2020-07-13,Capaccio,0.0
2020-07-14,Capaccio,0.0
2020-07-15,Capaccio,0.2
2020-07-16,Capaccio,0.1
2020-07-17,Capaccio,7.6
2020-07-18,Capaccio,0.0
2020-07-19,Capaccio,0.0
2020-07-20,Capaccio,0.0
2020-07-21,Capaccio,0.0
2020-07-22,Capaccio,0.0
2020-07-23,Capaccio,0.0
2020-07-24,Capaccio,0.0
2020-07-25,Capaccio,0.5
2020-07-26,Capaccio,0.0
2020-07-27,Capaccio,0.0
2020-07-28,Capaccio,0.0
2020-07-29,Capaccio,0.0
2020-07-30,Capaccio,0.0
2020-07-31,Capaccio,0.0
2020-08-01,Capaccio,0.4
2020-08-02,Capaccio,0.0
2020-08-03,Capaccio,0.0
2020-08-04,Capaccio,0.1
2020-08-05,Capaccio,4.7
2020-08-06,Capaccio,20.3
2020-08-07,Capaccio,9.1
2020-08-08,Capaccio,3.7
2020-08-09,Capaccio,0.2
2020-08-10,Capaccio,0.0
2020-08-11,Capaccio,0.0
2020-08-12,Capaccio,0.0
2020-08-13,Capaccio,0.0
2020-08-14,Capaccio,0.0
2020-08-15,Capaccio,0.0
2020-08-16,Capaccio,0.0
2020-08-17,Capaccio,0.0
2020-08-18,Capaccio,0.4
2020-08-19,Capaccio,0.4
2020-08-20,Capaccio,0.0
2020-08-21,Capaccio,0.0
2020-08-22,Capaccio,0.0
2020-08-23,Capaccio,0.0
2020-08-24,Capaccio,2.7
2020-08-25,Capaccio,3.6
2020-08-26,Capaccio,0.0
2020-08-27,Capaccio,0.0
2020-08-28,Capaccio,0.0
2020-08-29,Capaccio,0.0
2020-08-30,Capaccio,0.0
2020-08-31,Capaccio,0.6
2020-09-01,Capaccio,0.0
2020-09-02,Capaccio,0.0
2020-09-03,Capaccio,1.0
2020-09-04,Capaccio,0.0
2020-09-05,Capaccio,0.0
2020-09-06,Capaccio,0.0
2020-09-07,Capaccio,0.0
2020-09-08,Capaccio,0.2
2020-09-09,Capaccio,0.0
2020-09-10,Capaccio,0.0
2020-09-11,Capaccio,0.1
2020-09-12,Capaccio,0.0
2020-09-13,Capaccio,0.0
2020-09-14,Capaccio,0.0
2020-09-15,Capaccio,0.0
2020-09-16,Capaccio,0.0
2020-09-17,Capaccio,0.2
2020-09-18,Capaccio,0.4
2020-09-19,Capaccio,0.1
2020-09-20,Capaccio,0.0
2020-09-21,Capaccio,1.4
2020-09-22,Capaccio,0.0
2020-09-23,Capaccio,0.1
2020-09-24,Capaccio,0.0
2020-09-25,Capaccio,4.7
2020-09-26,Capaccio,0.7
2020-09-27,Capaccio,3.7
2020-09-28,Capaccio,0.4
2020-09-29,Capaccio,0.0
2020-09-30,Capaccio,0.0
2020-10-01,Capaccio,0.1
2020-10-02,Capaccio,0.0
2020-10-03,Capaccio,0.0
2020-10-04,Capaccio,0.0
2020-10-05,Capaccio,0.0
2020-10-06,Capaccio,0.1
2020-10-07,Capaccio,13.5
2020-10-08,Capaccio,0.0
2020-10-09,Capaccio,0.0
2020-10-10,Capaccio,0.0
2020-10-11,Capaccio,0.0
2020-10-12,Capaccio,10.7
2020-10-13,Capaccio,0.7
2020-10-14,Capaccio,0.1
2020-10-15,Capaccio,3.5
2020-10-16,Capaccio,0.2
2020-10-17,Capaccio,0.3
2020-10-18,Capaccio,0.4
2020-10-19,Capaccio,0.0
2020-10-20,Capaccio,0.0
2020-10-21,Capaccio,0.0
2020-10-22,Capaccio,0.0
2020-10-23,Capaccio,0.0
2020-10-24,Capaccio,3.5
2020-10-25,Capaccio,0.0
2020-10-26,Capaccio,0.0
2020-10-27,Capaccio,5.9
2020-10-28,Capaccio,3.3
2020-10-29,Capaccio,0.0
2020-10-30,Capaccio,0.0
2020-10-31,Capaccio,0.0
2020-11-01,Capaccio,0.0
2020-11-02,Capaccio,0.0
2020-11-03,Capaccio,0.0
2020-11-04,Capaccio,0.0
2020-11-05,Capaccio,0.1
2020-11-06,Capaccio,2.4
2020-11-07,Capaccio,0.0
2020-11-08,Capaccio,0.0
2020-11-09,Capaccio,0.0
2020-11-10,Capaccio,0.0
2020-11-11,Capaccio,0.0
2020-11-12,Capaccio,0.0
2020-11-13,Capaccio,0.1
2020-11-14,Capaccio,0.0
2020-11-15,Capaccio,0.5
2020-11-16,Capaccio,1.3
2020-11-17,Capaccio,25.8
2020-11-18,Capaccio,4.0
2020-11-19,Capaccio,0.0
2020-11-20,Capaccio,5.8
2020-11-21,Capaccio,48.7
2020-11-22,Capaccio,2.6
2020-11-23,Capaccio,0.0
2020-11-24,Capaccio,0.0
2020-11-25,Capaccio,0.1
2020-11-26,Capaccio,0.0
2020-11-27,Capaccio,0.0
2020-11-28,Capaccio,1.2
2020-11-29,Capaccio,27.5
2020-11-30,Capaccio,0.8
2020-12-01,Capaccio,0.0
2020-12-02,Capaccio,0.0
2020-12-03,Capaccio,16.8
2020-12-04,Capaccio,2.7
2020-12-05,Capaccio,0.0
2020-12-06,Capaccio,23.1
2020-12-07,Capaccio,0.0
2020-12-08,Capaccio,0.8
2020-12-09,Capaccio,2.5
2020-12-10,Capaccio,0.0
2020-12-11,Capaccio,4.9
2020-12-12,Capaccio,0.0
2020-12-13,Capaccio,2.0
2020-12-14,Capaccio,0.0
2020-12-15,Capaccio,0.0
2020-12-16,Capaccio,0.0
2020-12-17,Capaccio,0.0
2020-12-18,Capaccio,0.0
2020-12-19,Capaccio,0.0
2020-12-20,Capaccio,0.2
2020-12-21,Capaccio,0.0
2020-12-22,Capaccio,0.0
2020-12-23,Capaccio,0.0
2020-12-24,Capaccio,0.0
2020-12-25,Capaccio,0.0
2020-12-26,Capaccio,12.1
2020-12-27,Capaccio,22.6
2020-12-28,Capaccio,5.3
2020-12-29,Capaccio,1.8
2020-12-30,Capaccio,5.9
2020-12-31,Capaccio,0.2
2021-01-01,Capaccio,0.0
2021-01-02,Capaccio,1.9
2021-01-03,Capaccio,0.0
2021-01-04,Capaccio,0.3
2021-01-05,Capaccio,0.1
2021-01-06,Capaccio,9.3
2021-01-07,Capaccio,9.2
2021-01-08,Capaccio,9.4
2021-01-09,Capaccio,8.3
2021-01-10,Capaccio,19.6
2021-01-11,Capaccio,0.4
2021-01-12,Capaccio,0.2
2021-01-13,Capaccio,0.0
2021-01-14,Capaccio,0.4
2021-01-15,Capaccio,3.6
2021-01-16,Capaccio,0.0
2021-01-17,Capaccio,1.0
2021-01-18,Capaccio,0.7
2021-01-19,Capaccio,0.0
2021-01-20,Capaccio,0.0
2021-01-21,Capaccio,0.0
2021-01-22,Capaccio,0.0
2021-01-23,Capaccio,0.9
2021-01-24,Capaccio,14.1
2021-01-25,Capaccio,1.5
2021-01-26,Capaccio,2.2
2021-01-27,Capaccio,0.8
2021-01-28,Capaccio,0.0
2021-01-29,Capaccio,0.2
2021-01-30,Capaccio,0.0
2021-01-31,Capaccio,5.4
2021-02-01,Capaccio,2.6
2021-02-02,Capaccio,0.3
2021-02-03,Capaccio,0.0
2021-02-04,Capaccio,0.0
2021-02-05,Capaccio,0.0
2021-02-06,Capaccio,0.0
2021-02-07,Capaccio,2.0
2021-02-08,Capaccio,0.4
2021-02-09,Capaccio,4.6
2021-02-10,Capaccio,6.2
2021-02-11,Capaccio,1.0
2021-02-12,Capaccio,0.3
2021-02-13,Capaccio,29.5
2021-02-14,Capaccio,2.1
2021-02-15,Capaccio,0.3
2021-02-16,Capaccio,0.0
2021-02-17,Capaccio,0.0
2021-02-18,Capaccio,0.0
2021-02-19,Capaccio,0.0
2021-02-20,Capaccio,0.0
2021-02-21,Capaccio,0.0
2021-02-22,Capaccio,0.0
2021-02-23,Capaccio,0.0
2021-02-24,Capaccio,0.0
2021-02-25,Capaccio,0.0
2021-02-26,Capaccio,0.0
2021-02-27,Capaccio,0.0
2021-02-28,Capaccio,0.0
2021-03-01,Capaccio,0.0
2021-03-02,Capaccio,0.0
2021-03-03,Capaccio,0.0
2021-03-04,Capaccio,0.0
2021-03-05,Capaccio,0.0
2021-03-06,Capaccio,0.0
2021-03-07,Capaccio,0.0
2021-03-08,Capaccio,3.4
2021-03-09,Capaccio,3.2
2021-03-10,Capaccio,5.3
2021-03-11,Capaccio,0.0
2021-03-12,Capaccio,0.0
2021-03-13,Capaccio,1.1
2021-03-14,Capaccio,0.0
2021-03-15,Capaccio,5.0
2021-03-16,Capaccio,1.8
2021-03-17,Capaccio,0.2
2021-03-18,Capaccio,0.6
2021-03-19,Capaccio,0.8
2021-03-20,Capaccio,20.1
2021-03-21,Capaccio,3.6
2021-03-22,Capaccio,0.0
2021-03-23,Capaccio,1.7
2021-03-24,Capaccio,0.0
2021-03-25,Capaccio,0.0
2021-03-26,Capaccio,0.0
2021-03-27,Capaccio,0.0
2021-03-28,Capaccio,0.0
2021-03-29,Capaccio,0.2
2021-03-30,Capaccio,0.0
2021-03-31,Capaccio,0.0
2021-04-01,Capaccio,0.0
2021-04-02,Capaccio,0.0
2021-04-03,Capaccio,2.2
2021-04-04,Capaccio,2.5
2021-04-05,Capaccio,0.0
2021-04-06,Capaccio,0.0
2021-04-07,Capaccio,0.9
2021-04-08,Capaccio,0.1
2021-04-09,Capaccio,0.0
2021-04-10,Capaccio,0.0
2021-04-11,Capaccio,0.0
2021-04-12,Capaccio,3.3
2021-04-13,Capaccio,4.5
2021-04-14,Capaccio,0.0
2021-04-15,Capaccio,0.0
2021-04-16,Capaccio,0.5
2021-04-17,Capaccio,1.9
2021-04-18,Capaccio,4.1
2021-04-19,Capaccio,2.6
2021-04-20,Capaccio,3.7
2021-04-21,Capaccio,0.0
2021-04-22,Capaccio,8.1
2021-04-23,Capaccio,4.5
2021-04-24,Capaccio,5.6
2021-04-25,Capaccio,0.0
2021-04-26,Capaccio,0.0
2021-04-27,Capaccio,0.0
2021-04-28,Capaccio,1.3
2021-04-29,Capaccio,0.0
2021-04-30,Capaccio,0.0
2021-05-01,Capaccio,6.7
2021-05-02,Capaccio,0.0
2021-05-03,Capaccio,0.0
2021-05-04,Capaccio,0.7
2021-05-05,Capaccio,0.0
2021-05-06,Capaccio,0.0
2021-05-07,Capaccio,0.0
2021-05-08,Capaccio,0.0
2021-05-09,Capaccio,0.0
2021-05-10,Capaccio,0.0
2021-05-11,Capaccio,0.0
2021-05-12,Capaccio,0.0
2021-05-13,Capaccio,0.6
2021-05-14,Capaccio,0.5
2021-05-15,Capaccio,1.4
2021-05-16,Capaccio,0.0
2021-05-17,Capaccio,0.0
2021-05-18,Capaccio,0.0
2021-05-19,Capaccio,0.1
2021-05-20,Capaccio,0.1
2021-05-21,Capaccio,0.0
2021-05-22,Capaccio,0.0
2021-05-23,Capaccio,0.0
2021-05-24,Capaccio,0.0
2021-05-25,Capaccio,0.0
2021-05-26,Capaccio,0.0
2021-05-27,Capaccio,0.0
2021-05-28,Capaccio,0.0
2021-05-29,Capaccio,0.0
2021-05-30,Capaccio,1.6
2021-05-31,Capaccio,0.3
2021-06-01,Capaccio,0.0
2021-06-02,Capaccio,0.0
2021-06-03,Capaccio,0.0
2021-06-04,Capaccio,0.0
2021-06-05,Capaccio,0.0
2021-06-06,Capaccio,0.0
2021-06-07,Capaccio,7.6
2021-06-08,Capaccio,12.7
2021-06-09,Capaccio,0.2
2021-06-10,Capaccio,3.9
2021-06-11,Capaccio,1.4
2021-06-12,Capaccio,0.6
2021-06-13,Capaccio,0.0
2021-06-14,Capaccio,0.0
2021-06-15,Capaccio,0.0
2021-06-16,Capaccio,0.0
2021-06-17,Capaccio,0.0
2021-06-18,Capaccio,0.0
2021-06-19,Capaccio,0.0
2021-06-20,Capaccio,0.0
2021-06-21,Capaccio,0.0
2021-06-22,Capaccio,0.0
2021-06-23,Capaccio,0.0
2021-06-24,Capaccio,0.0
2021-06-25,Capaccio,0.0
2021-06-26,Capaccio,0.0
2021-06-27,Capaccio,0.0
2021-06-28,Capaccio,0.0
2021-06-29,Capaccio,0.0
2021-06-30,Capaccio,0.0
2021-07-01,Capaccio,0.0
2021-07-02,Capaccio,0.0
2021-07-03,Capaccio,0.0
2021-07-04,Capaccio,0.0
2021-07-05,Capaccio,0.2
2021-07-06,Capaccio,0.0
2021-07-07,Capaccio,0.0
2021-07-08,Capaccio,0.0
2021-07-09,Capaccio,0.2
2021-07-10,Capaccio,0.0
2021-07-11,Capaccio,0.0
2021-07-12,Capaccio,0.0
2021-07-13,Capaccio,0.0
2021-07-14,Capaccio,0.0
2021-07-15,Capaccio,0.0
2021-07-16,Capaccio,1.1
2021-07-17,Capaccio,16.3
2021-07-18,Capaccio,7.6
2021-07-19,Capaccio,13.3
2021-07-20,Capaccio,1.2
2021-07-21,Capaccio,0.0
2021-07-22,Capaccio,0.0
2021-07-23,Capaccio,0.0
2021-07-24,Capaccio,0.0
2021-07-25,Capaccio,0.0
2021-07-26,Capaccio,0.0
2021-07-27,Capaccio,0.0
2021-07-28,Capaccio,0.0
2021-07-29,Capaccio,0.0
2021-07-30,Capaccio,0.0
2021-07-31,Capaccio,0.0
2021-08-01,Capaccio,0.0
2021-08-02,Capaccio,0.0
2021-08-03,Capaccio,0.0
2021-08-04,Capaccio,0.0
2021-08-05,Capaccio,0.0
2021-08-06,Capaccio,0.0
2021-08-07,Capaccio,0.0
2021-08-08,Capaccio,0.0
2021-08-09,Capaccio,0.0
2021-08-10,Capaccio,0.0
2021-08-11,Capaccio,0.0
2021-08-12,Capaccio,0.0
2021-08-13,Capaccio,0.0
2021-08-14,Capaccio,0.0
2021-08-15,Capaccio,0.0
2021-08-16,Capaccio,0.0
2021-08-17,Capaccio,0.0
2021-08-18,Capaccio,0.1
2021-08-19,Capaccio,0.1
2021-08-20,Capaccio,0.0
2021-08-21,Capaccio,0.0
2021-08-22,Capaccio,0.0
2021-08-23,Capaccio,0.0
2021-08-24,Capaccio,2.0
2021-08-25,Capaccio,5.7
2021-08-26,Capaccio,9.0
2021-08-27,Capaccio,0.0
2021-08-28,Capaccio,3.6
2021-08-29,Capaccio,0.0
2021-08-30,Capaccio,0.0
2021-08-31,Capaccio,0.0
2021-09-01,Capaccio,2.0
2021-09-02,Capaccio,0.0
2021-09-03,Capaccio,0.0
2021-09-04,Capaccio,4.0
2021-09-05,Capaccio,3.1
2021-09-06,Capaccio,0.4
2021-09-07,Capaccio,0.0
2021-09-08,Capaccio,0.1
2021-09-09,Capaccio,0.0
2021-09-10,Capaccio,0.0
2021-09-11,Capaccio,0.0
2021-09-12,Capaccio,0.3
2021-09-13,Capaccio,0.0
2021-09-14,Capaccio,0.0
2021-09-15,Capaccio,0.0
2021-09-16,Capaccio,0.0
2021-09-17,Capaccio,0.0
2021-09-18,Capaccio,3.1
2021-09-19,Capaccio,0.0
2021-09-20,Capaccio,0.2
2021-09-21,Capaccio,0.7
2021-09-22,Capaccio,0.0
2021-09-23,Capaccio,0.0
2021-09-24,Capaccio,0.0
2021-09-25,Capaccio,0.0
2021-09-26,Capaccio,0.0
2021-09-27,Capaccio,0.2
2021-09-28,Capaccio,5.2
2021-09-29,Capaccio,0.0
2021-09-30,Capaccio,0.7
2021-10-01,Capaccio,1.1
2021-10-02,Capaccio,0.0
2021-10-03,Capaccio,0.0
2021-10-04,Capaccio,0.0
2021-10-05,Capaccio,0.0
2021-10-06,Capaccio,0.0
2021-10-07,Capaccio,7.1
2021-10-08,Capaccio,9.0
2021-10-09,Capaccio,13.3
2021-10-10,Capaccio,17.5
2021-10-11,Capaccio,4.9
2021-10-12,Capaccio,0.6
2021-10-13,Capaccio,0.0
2021-10-14,Capaccio,4.3
2021-10-15,Capaccio,0.2
2021-10-16,Capaccio,0.0
2021-10-17,Capaccio,0.0
2021-10-18,Capaccio,0.0
2021-10-19,Capaccio,0.0
2021-10-20,Capaccio,0.0
2021-10-21,Capaccio,0.0
2021-10-22,Capaccio,0.7
2021-10-23,Capaccio,1.2
2021-10-24,Capaccio,0.6
2021-10-25,Capaccio,2.6
2021-10-26,Capaccio,0.0
2021-10-27,Capaccio,0.7
2021-10-28,Capaccio,0.0
2021-10-29,Capaccio,0.0
2021-10-30,Capaccio,0.1
2021-10-31,Capaccio,0.1
2021-11-01,Capaccio,0.0
2021-11-02,Capaccio,7.8
2021-11-03,Capaccio,9.6
2021-11-04,Capaccio,8.5
2021-11-05,Capaccio,4.8
2021-11-06,Capaccio,15.7
2021-11-07,Capaccio,1.1
2021-11-08,Capaccio,7.5
2021-11-09,Capaccio,3.4
2021-11-10,Capaccio,0.0
2021-11-11,Capaccio,1.8
2021-11-12,Capaccio,7.9
2021-11-13,Capaccio,5.3
2021-11-14,Capaccio,0.0
2021-11-15,Capaccio,8.2
2021-11-16,Capaccio,8.2
2021-11-17,Capaccio,0.6
2021-11-18,Capaccio,3.2
2021-11-19,Capaccio,1.0
2021-11-20,Capaccio,0.0
2021-11-21,Capaccio,0.0
2021-11-22,Capaccio,0.4
2021-11-23,Capaccio,4.3
2021-11-24,Capaccio,1.5
2021-11-25,Capaccio,0.0
2021-11-26,Capaccio,3.3
2021-11-27,Capaccio,0.1
2021-11-28,Capaccio,4.9
2021-11-29,Capaccio,2.5
2021-11-30,Capaccio,3.0
2021-12-01,Capaccio,0.0
2021-12-02,Capaccio,0.2
2021-12-03,Capaccio,26.2
2021-12-04,Capaccio,0.0
2021-12-05,Capaccio,1.6
2021-12-06,Capaccio,5.1
2021-12-07,Capaccio,0.7
2021-12-08,Capaccio,3.1
2021-12-09,Capaccio,6.0
2021-12-10,Capaccio,5.7
2021-12-11,Capaccio,7.8
2021-12-12,Capaccio,5.6
2021-12-13,Capaccio,0.1
2021-12-14,Capaccio,0.0
2021-12-15,Capaccio,0.0
2021-12-16,Capaccio,2.3
2021-12-17,Capaccio,0.2
2021-12-18,Capaccio,2.4
2021-12-19,Capaccio,0.0
2021-12-20,Capaccio,0.0
2021-12-21,Capaccio,0.1
2021-12-22,Capaccio,0.2
2021-12-23,Capaccio,0.0
2021-12-24,Capaccio,0.0
2021-12-25,Capaccio,0.0
2021-12-26,Capaccio,2.2
2021-12-27,Capaccio,3.6
2021-12-28,Capaccio,0.5
2021-12-29,Capaccio,0.1
2021-12-30,Capaccio,0.2
2021-12-31,Capaccio,0.0
2022-01-01,Capaccio,0.0
2022-01-02,Capaccio,0.0
2022-01-03,Capaccio,0.0
2022-01-04,Capaccio,0.0
2022-01-05,Capaccio,0.0
2022-01-06,Capaccio,1.8
2022-01-07,Capaccio,2.6
2022-01-08,Capaccio,0.7
2022-01-09,Capaccio,6.6
2022-01-10,Capaccio,38.7
2022-01-11,Capaccio,2.3
2022-01-12,Capaccio,1.4
2022-01-13,Capaccio,0.0
2022-01-14,Capaccio,0.0
2022-01-15,Capaccio,0.0
2022-01-16,Capaccio,0.0
2022-01-17,Capaccio,0.0
2022-01-18,Capaccio,0.0
2022-01-19,Capaccio,0.0
2022-01-20,Capaccio,0.0
2022-01-21,Capaccio,3.0
2022-01-22,Capaccio,0.3
2022-01-23,Capaccio,0.0
