date,dam,precipitation_mm
2025-07-20,Capaccio,0.0
2025-07-21,Capaccio,0.0
2025-07-22,Capaccio,0.0
2025-07-23,Capaccio,0.0
2025-07-24,Capaccio,0.0
2025-07-25,Capaccio,0.0
2025-07-26,Capaccio,2.7
2025-07-27,Capaccio,0.0
2025-07-28,Capaccio,1.6
2025-07-29,Capaccio,2.0
2025-07-30,Capaccio,0.3
2025-07-31,Capaccio,0.0
2025-08-01,Capaccio,0.0
2025-08-02,Capaccio,0.0
2025-08-03,Capaccio,0.0
2025-08-04,Capaccio,3.3
2025-08-05,Capaccio,0.0
2025-08-06,Capaccio,0.0
2025-08-07,Capaccio,0.0
2025-08-08,Capaccio,0.0
2025-08-09,Capaccio,0.0
2025-08-10,Capaccio,0.0
2025-08-11,Capaccio,0.0
2025-08-12,Capaccio,0.0
2025-08-13,Capaccio,0.0
2025-08-14,Capaccio,0.0
2025-08-15,Capaccio,0.3
2025-08-16,Capaccio,0.3
2025-08-17,Capaccio,0.2
2025-08-18,Capaccio,0.2
2025-08-19,Capaccio,0.0
2025-08-20,Capaccio,0.0
2025-08-21,Capaccio,0.5
2025-08-22,Capaccio,0.0
2025-08-23,Capaccio,4.0
2025-08-24,Capaccio,1.7
2025-08-25,Capaccio,1.1
2025-08-26,Capaccio,3.8
2025-08-27,Capaccio,0.0
2025-08-28,Capaccio,0.0
2025-08-29,Capaccio,8.5
2025-08-30,Capaccio,1.0
2025-08-31,Capaccio,0.0
2025-09-01,Capaccio,0.0
2025-09-02,Capaccio,0.0
2025-09-03,Capaccio,0.1
2025-09-04,Capaccio,0.0
2025-09-05,Capaccio,0.0
2025-09-06,Capaccio,0.0
2025-09-07,Capaccio,0.0
2025-09-08,Capaccio,0.0
2025-09-09,Capaccio,1.9
2025-09-10,Capaccio,2.3
2025-09-11,Capaccio,4.0
2025-09-12,Capaccio,0.0
2025-09-13,Capaccio,0.0
2025-09-14,Capaccio,0.2
2025-09-15,Capaccio,0.0
2025-09-16,Capaccio,0.0
2025-09-17,Capaccio,0.1
2025-09-18,Capaccio,0.0
2025-09-19,Capaccio,0.0
2025-09-20,Capaccio,0.0
2025-09-21,Capaccio,0.0
2025-09-22,Capaccio,0.0
2025-09-23,Capaccio,0.4
2025-09-24,Capaccio,2.2
2025-09-25,Capaccio,0.0
2025-09-26,Capaccio,0.0
2025-09-27,Capaccio,0.0
2025-09-28,Capaccio,0.9
2025-09-29,Capaccio,0.9
2025-09-30,Capaccio,0.0
2025-10-01,Capaccio,16.5
2025-10-02,Capaccio,3.5
2025-10-03,Capaccio,0.1
2025-10-04,Capaccio,0.0
2025-10-05,Capaccio,13.3
2025-10-06,Capaccio,0.1
2025-10-07,Capaccio,6.4
2025-10-08,Capaccio,0.0
2025-10-09,Capaccio,0.0
2025-10-10,Capaccio,0.0
2025-10-11,Capaccio,0.0
2025-10-12,Capaccio,0.0
2025-10-13,Capaccio,0.0
2025-10-14,Capaccio,0.0
2025-10-15,Capaccio,7.4
2025-10-16,Capaccio,11.7
2025-10-17,Capaccio,20.9
2025-10-18,Capaccio,1.3
2025-10-19,Capaccio,0.6
2025-10-20,Capaccio,0.0
2025-10-21,Capaccio,5.4
2025-10-22,Capaccio,0.2
2025-10-23,Capaccio,0.4
2025-10-24,Capaccio,0.0
2025-10-25,Capaccio,0.0
2025-10-26,Capaccio,0.5
2025-10-27,Capaccio,3.5
2025-10-28,Capaccio,0.0
2025-10-29,Capaccio,0.0
2025-10-30,Capaccio,0.0
2025-10-31,Capaccio,1.3
2025-11-01,Capaccio,0.0
2025-11-02,Capaccio,0.0
2025-11-03,Capaccio,15.1
2025-11-04,Capaccio,0.0
2025-11-05,Capaccio,0.0
2025-11-06,Capaccio,0.0
2025-11-07,Capaccio,0.8
2025-11-08,Capaccio,3.7
2025-11-09,Capaccio,12.9
2025-11-10,Capaccio,17.1
2025-11-11,Capaccio,0.0
2025-11-12,Capaccio,0.0
2025-11-13,Capaccio,0.0
2025-11-14,Capaccio,0.0
2025-11-15,Capaccio,0.0
2025-11-16,Capaccio,0.0
2025-11-17,Capaccio,0.0
2025-11-18,Capaccio,5.1
2025-11-19,Capaccio,0.0
2025-11-20,Capaccio,0.0
2025-11-21,Capaccio,7.0
2025-11-22,Capaccio,9.0
2025-11-23,Capaccio,0.0
2025-11-24,Capaccio,1.9
2025-11-25,Capaccio,9.4
2025-11-26,Capaccio,0.4
2025-11-27,Capaccio,3.7
2025-11-28,Capaccio,8.2
2025-11-29,Capaccio,0.1
2025-11-30,Capaccio,0.0
2025-12-01,Capaccio,0.0
2025-12-02,Capaccio,10.7
2025-12-03,Capaccio,0.7
2025-12-04,Capaccio,41.8
2025-12-05,Capaccio,1.4
2025-12-06,Capaccio,0.0
2025-12-07,Capaccio,0.0
2025-12-08,Capaccio,0.0
2025-12-09,Capaccio,0.0
2025-12-10,Capaccio,0.0
2025-12-11,Capaccio,0.0
2025-12-12,Capaccio,0.0
2025-12-13,Capaccio,0.0
2025-12-14,Capaccio,0.0
2025-12-15,Capaccio,0.0
2025-12-16,Capaccio,0.6
2025-12-17,Capaccio,3.0
2025-12-18,Capaccio,0.0
2025-12-19,Capaccio,0.0
2025-12-20,Capaccio,0.0
2025-12-21,Capaccio,0.4
2025-12-22,Capaccio,0.0
2025-12-23,Capaccio,1.1
2025-12-24,Capaccio,0.4
2025-12-25,Capaccio,0.8
2025-12-26,Capaccio,0.2
2025-12-27,Capaccio,0.0
2025-12-28,Capaccio,0.0
2025-12-29,Capaccio,0.0
2025-12-30,Capaccio,0.6
2025-12-31,Capaccio,0.0
2026-01-01,Capaccio,0.0
2026-01-02,Capaccio,0.0
2026-01-03,Capaccio,0.3
2026-01-04,Capaccio,0.1
2026-01-05,Capaccio,3.5
2026-01-06,Capaccio,3.1
2026-01-07,Capaccio,7.2
2026-01-08,Capaccio,0.3
2026-01-09,Capaccio,0.2
2026-01-10,Capaccio,1.5
2026-01-11,Capaccio,0.4
2026-01-12,Capaccio,0.0
2026-01-13,Capaccio,0.0
2026-01-14,Capaccio,0.0
2026-01-15,Capaccio,0.0
2026-01-16,Capaccio,0.0
2026-01-17,Capaccio,2.7
2026-01-18,Capaccio,1.4
2026-01-19,Capaccio,9.9
2026-01-20,Capaccio,0.4
2026-01-21,Capaccio,8.6
2026-01-22,Capaccio,1.3
2026-01-23,Capaccio,0.3
2026-01-24,Capaccio,2.4
2026-01-25,Capaccio,4.6
2026-01-26,Capaccio,1.3
2026-01-27,Capaccio,0.0
2026-01-28,Capaccio,10.2
2026-01-29,Capaccio,5.8
2026-01-30,Capaccio,0.0
2026-01-31,Capaccio,7.5
2026-02-01,Capaccio,4.6
2026-02-02,Capaccio,0.0
2026-02-03,Capaccio,0.0
2026-02-04,Capaccio,2.4
2026-02-05,Capaccio,0.5
2026-02-06,Capaccio,5.5
2026-02-07,Capaccio,0.1
2026-02-08,Capaccio,0.5
2026-02-09,Capaccio,8.1
2026-02-10,Capaccio,4.1
2026-02-11,Capaccio,9.4
2026-02-12,Capaccio,4.8
2026-02-13,Capaccio,0.3
2026-02-14,Capaccio,6.2
2026-02-15,Capaccio,7.7
2026-02-16,Capaccio,0.5
2026-02-17,Capaccio,3.9
2026-02-18,Capaccio,0.0
2026-02-19,Capaccio,0.0
2026-02-20,Capaccio,6.4
2026-02-21,Capaccio,0.4
2026-02-22,Capaccio,0.0
2026-02-23,Capaccio,0.0
2026-02-24,Capaccio,0.0
2026-02-25,Capaccio,0.0
2026-02-26,Capaccio,0.0
2026-02-27,Capaccio,0.0
2026-02-28,Capaccio,0.2
2026-03-01,Capaccio,0.0
2026-03-02,Capaccio,0.0
2026-03-03,Capaccio,0.0
2026-03-04,Capaccio,0.0
2026-03-05,Capaccio,0.0
2026-03-06,Capaccio,0.0
2026-03-07,Capaccio,0.8
2026-03-08,Capaccio,3.3
2026-03-09,Capaccio,6.8
2026-03-10,Capaccio,0.2
2026-03-11,Capaccio,3.0
2026-03-12,Capaccio,0.3
2026-03-13,Capaccio,0.7
2026-03-14,Capaccio,2.0
2026-03-15,Capaccio,0.2
2026-03-16,Capaccio,5.2
2026-03-17,Capaccio,10.0
2026-03-18,Capaccio,3.3
2026-03-19,Capaccio,7.6
2026-03-20,Capaccio,0.4
2026-03-21,Capaccio,0.3
2026-03-22,Capaccio,0.0
2026-03-23,Capaccio,0.3
2026-03-24,Capaccio,0.3
2026-03-25,Capaccio,0.0
2026-03-26,Capaccio,0.7
2026-03-27,Capaccio,3.4
2026-03-28,Capaccio,1.0
2026-03-29,Capaccio,0.0
2026-03-30,Capaccio,7.9
2026-03-31,Capaccio,20.6
2026-04-01,Capaccio,21.3
2026-04-02,Capaccio,21.4
2026-04-03,Capaccio,5.4
2026-04-04,Capaccio,0.0
2026-04-05,Capaccio,0.0
2026-04-06,Capaccio,0.0
2026-04-07,Capaccio,0.0
2026-04-08,Capaccio,0.0
2026-04-09,Capaccio,0.0
2026-04-10,Capaccio,0.1
2026-04-11,Capaccio,0.0
2026-04-12,Capaccio,0.0
2026-04-13,Capaccio,0.0
2026-04-14,Capaccio,6.4
2026-04-15,Capaccio,13.5
2026-04-16,Capaccio,1.0
2026-04-17,Capaccio,0.0
2026-04-18,Capaccio,0.1
2026-04-19,Capaccio,0.0
2026-04-20,Capaccio,1.6
2026-04-21,Capaccio,6.1
2026-04-22,Capaccio,5.9
2026-04-23,Capaccio,0.1
2026-04-24,Capaccio,0.0
2026-04-25,Capaccio,0.0
2026-04-26,Capaccio,0.0
2026-04-27,Capaccio,0.0
2026-04-28,Capaccio,0.0
2026-04-29,Capaccio,0.0
2026-04-30,Capaccio,9.5
2026-05-01,Capaccio,0.0
2026-05-02,Capaccio,0.0
2026-05-03,Capaccio,0.0
2026-05-04,Capaccio,0.0
2026-05-05,Capaccio,0.1
2026-05-06,Capaccio,5.3
2026-05-07,Capaccio,7.8
2026-05-08,Capaccio,12.9
2026-05-09,Capaccio,0.0
2026-05-10,Capaccio,2.5
2026-05-11,Capaccio,0.0
2026-05-12,Capaccio,0.0
2026-05-13,Capaccio,4.5
2026-05-14,Capaccio,3.7
2026-05-15,Capaccio,0.1
2026-05-16,Capaccio,2.0
2026-05-17,Capaccio,0.3
2026-05-18,Capaccio,0.0
2026-05-19,Capaccio,0.3
2026-05-20,Capaccio,0.0
2026-05-21,Capaccio,0.1
2026-05-22,Capaccio,0.0
2026-05-23,Capaccio,0.0
2026-05-24,Capaccio,0.0
2026-05-25,Capaccio,0.0
2026-05-26,Capaccio,0.0
2026-05-27,Capaccio,0.0
2026-05-28,Capaccio,2.1
2026-05-29,Capaccio,0.0
2026-05-30,Capaccio,0.0
2026-05-31,Capaccio,0.0
2026-06-01,Capaccio,0.0
2026-06-02,Capaccio,0.7
2026-06-03,Capaccio,1.4
2026-06-04,Capaccio,0.0
2026-06-05,Capaccio,0.0
2026-06-06,Capaccio,1.1
2026-06-07,Capaccio,0.0
2026-06-08,Capaccio,0.0
2026-06-09,Capaccio,0.0
2026-06-10,Capaccio,0.1
2026-06-11,Capaccio,5.8
2026-06-12,Capaccio,0.0
2026-06-13,Capaccio,0.0
2026-06-14,Capaccio,0.0
2026-06-15,Capaccio,0.0
2026-06-16,Capaccio,0.0
2026-06-17,Capaccio,0.0
2026-06-18,Capaccio,0.1
2026-06-19,Capaccio,0.0
2026-06-20,Capaccio,0.0
2026-06-21,Capaccio,0.0
2026-06-22,Capaccio,1.2
2026-06-23,Capaccio,1.1
2026-06-24,Capaccio,0.2
2026-06-25,Capaccio,0.4
2026-06-26,Capaccio,0.0
2026-06-27,Capaccio,0.3
2026-06-28,Capaccio,0.0
2026-06-29,Capaccio,0.2
2026-06-30,Capaccio,1.3
2019-01-01,Capacciotti,1.5
2019-01-02,Capacciotti,10.0
2019-01-03,Capacciotti,5.5
2019-01-04,Capacciotti,12.5
2019-01-05,Capacciotti,2.4
2019-01-06,Capacciotti,4.9
2019-01-07,Capacciotti,1.4
2019-01-08,Capacciotti,0.4
2019-01-09,Capacciotti,6.5
2019-01-10,Capacciotti,5.1
2019-01-11,Capacciotti,9.9
2019-01-12,Capacciotti,0.2
2019-01-13,Capacciotti,0.1
2019-01-14,Capacciotti,5.3
2019-01-15,Capacciotti,8.2
2019-01-16,Capacciotti,0.0
2019-01-17,Capacciotti,0.0
2019-01-18,Capacciotti,0.0
2019-01-19,Capacciotti,1.4
2019-01-20,Capacciotti,0.8
2019-01-21,Capacciotti,1.1
2019-01-22,Capacciotti,5.0
2019-01-23,Capacciotti,0.0
2019-01-24,Capacciotti,7.6
2019-01-25,Capacciotti,15.6
2019-01-26,Capacciotti,1.7
2019-01-27,Capacciotti,0.0
2019-01-28,Capacciotti,1.7
2019-01-29,Capacciotti,1.9
2019-01-30,Capacciotti,1.0
2019-01-31,Capacciotti,1.2
2019-02-01,Capacciotti,4.1
2019-02-02,Capacciotti,1.0
2019-02-03,Capacciotti,1.9
2019-02-04,Capacciotti,20.1
2019-02-05,Capacciotti,2.2
2019-02-06,Capacciotti,0.6
2019-02-07,Capacciotti,0.0
2019-02-08,Capacciotti,0.2
2019-02-09,Capacciotti,0.0
2019-02-10,Capacciotti,0.0
2019-02-11,Capacciotti,8.3
2019-02-12,Capacciotti,3.9
2019-02-13,Capacciotti,0.0
2019-02-14,Capacciotti,0.0
2019-02-15,Capacciotti,5.1
2019-02-16,Capacciotti,0.0
2019-02-17,Capacciotti,0.0
2019-02-18,Capacciotti,0.0
2019-02-19,Capacciotti,0.0
2019-02-20,Capacciotti,0.0
2019-02-21,Capacciotti,0.0
2019-02-22,Capacciotti,0.5
2019-02-23,Capacciotti,7.8
2019-02-24,Capacciotti,0.0
2019-02-25,Capacciotti,2.6
2019-02-26,Capacciotti,0.0
2019-02-27,Capacciotti,0.0
2019-02-28,Capacciotti,0.0
2019-03-01,Capacciotti,0.0
2019-03-02,Capacciotti,7.5
2019-03-03,Capacciotti,0.0
2019-03-04,Capacciotti,0.0
2019-03-05,Capacciotti,0.0
2019-03-06,Capacciotti,0.0
2019-03-07,Capacciotti,0.0
2019-03-08,Capacciotti,0.4
2019-03-09,Capacciotti,0.0
2019-03-10,Capacciotti,0.0
2019-03-11,Capacciotti,2.3
2019-03-12,Capacciotti,14.3
2019-03-13,Capacciotti,1.3
2019-03-14,Capacciotti,11.2
2019-03-15,Capacciotti,0.0
2019-03-16,Capacciotti,0.0
2019-03-17,Capacciotti,0.0
2019-03-18,Capacciotti,0.0
2019-03-19,Capacciotti,3.8
2019-03-20,Capacciotti,3.5
2019-03-21,Capacciotti,0.0
2019-03-22,Capacciotti,0.0
2019-03-23,Capacciotti,0.0
2019-03-24,Capacciotti,0.0
2019-03-25,Capacciotti,0.0
2019-03-26,Capacciotti,4.4
2019-03-27,Capacciotti,2.1
2019-03-28,Capacciotti,0.6
2019-03-29,Capacciotti,0.0
2019-03-30,Capacciotti,0.0
2019-03-31,Capacciotti,0.0
2019-04-01,Capacciotti,0.0
2019-04-02,Capacciotti,0.0
2019-04-03,Capacciotti,1.5
2019-04-04,Capacciotti,3.2
2019-04-05,Capacciotti,0.5
2019-04-06,Capacciotti,0.2
2019-04-07,Capacciotti,3.2
2019-04-08,Capacciotti,4.8
2019-04-09,Capacciotti,5.6
2019-04-10,Capacciotti,0.1
2019-04-11,Capacciotti,7.8
2019-04-12,Capacciotti,6.0
2019-04-13,Capacciotti,5.0
2019-04-14,Capacciotti,4.7
2019-04-15,Capacciotti,13.6
2019-04-16,Capacciotti,0.4
2019-04-17,Capacciotti,0.0
2019-04-18,Capacciotti,0.0
2019-04-19,Capacciotti,0.3
2019-04-20,Capacciotti,0.0
2019-04-21,Capacciotti,0.0
2019-04-22,Capacciotti,3.3
2019-04-23,Capacciotti,0.7
2019-04-24,Capacciotti,0.2
2019-04-25,Capacciotti,0.0
2019-04-26,Capacciotti,0.3
2019-04-27,Capacciotti,0.0
2019-04-28,Capacciotti,0.0
2019-04-29,Capacciotti,13.9
2019-04-30,Capacciotti,0.8
2019-05-01,Capacciotti,1.4
2019-05-02,Capacciotti,0.0
2019-05-03,Capacciotti,0.0
2019-05-04,Capacciotti,9.2
2019-05-05,Capacciotti,0.2
2019-05-06,Capacciotti,6.3
2019-05-07,Capacciotti,0.0
2019-05-08,Capacciotti,0.0
2019-05-09,Capacciotti,0.3
2019-05-10,Capacciotti,0.1
2019-05-11,Capacciotti,0.0
2019-05-12,Capacciotti,29.8
2019-05-13,Capacciotti,21.5
2019-05-14,Capacciotti,17.9
2019-05-15,Capacciotti,2.2
2019-05-16,Capacciotti,6.3
2019-05-17,Capacciotti,0.0
2019-05-18,Capacciotti,0.7
2019-05-19,Capacciotti,0.0
2019-05-20,Capacciotti,0.2
2019-05-21,Capacciotti,0.2
2019-05-22,Capacciotti,0.1
2019-05-23,Capacciotti,1.1
2019-05-24,Capacciotti,0.6
2019-05-25,Capacciotti,0.7
2019-05-26,Capacciotti,15.1
2019-05-27,Capacciotti,20.6
2019-05-28,Capacciotti,6.0
2019-05-29,Capacciotti,0.1
2019-05-30,Capacciotti,2.6
2019-05-31,Capacciotti,0.1
2019-06-01,Capacciotti,4.7
2019-06-02,Capacciotti,1.7
2019-06-03,Capacciotti,0.6
2019-06-04,Capacciotti,0.0
2019-06-05,Capacciotti,1.3
2019-06-06,Capacciotti,0.0
2019-06-07,Capacciotti,0.0
2019-06-08,Capacciotti,0.0
2019-06-09,Capacciotti,0.0
2019-06-10,Capacciotti,0.0
2019-06-11,Capacciotti,0.0
2019-06-12,Capacciotti,0.0
2019-06-13,Capacciotti,0.0
2019-06-14,Capacciotti,0.0
2019-06-15,Capacciotti,0.1
2019-06-16,Capacciotti,0.0
2019-06-17,Capacciotti,0.0
2019-06-18,Capacciotti,0.0
2019-06-19,Capacciotti,0.4
2019-06-20,Capacciotti,0.0
2019-06-21,Capacciotti,0.6
2019-06-22,Capacciotti,0.6
2019-06-23,Capacciotti,0.1
2019-06-24,Capacciotti,0.1
2019-06-25,Capacciotti,0.0
2019-06-26,Capacciotti,0.0
2019-06-27,Capacciotti,0.0
2019-06-28,Capacciotti,0.0
2019-06-29,Capacciotti,0.0
2019-06-30,Capacciotti,0.0
2019-07-01,Capacciotti,0.0
2019-07-02,Capacciotti,0.0
2019-07-03,Capacciotti,0.0
2019-07-04,Capacciotti,1.7
2019-07-05,Capacciotti,0.0
2019-07-06,Capacciotti,0.0
2019-07-07,Capacciotti,0.0
2019-07-08,Capacciotti,0.1
2019-07-09,Capacciotti,0.8
2019-07-10,Capacciotti,33.9
2019-07-11,Capacciotti,0.0
2019-07-12,Capacciotti,7.3
2019-07-13,Capacciotti,10.8
2019-07-14,Capacciotti,0.3
2019-07-15,Capacciotti,4.3
2019-07-16,Capacciotti,12.8
2019-07-17,Capacciotti,0.2
2019-07-18,Capacciotti,0.0
2019-07-19,Capacciotti,0.0
2019-07-20,Capacciotti,0.0
2019-07-21,Capacciotti,0.0
2019-07-22,Capacciotti,0.0
2019-07-23,Capacciotti,0.0
2019-07-24,Capacciotti,0.0
2019-07-25,Capacciotti,0.0
2019-07-26,Capacciotti,0.0
2019-07-27,Capacciotti,0.0
2019-07-28,Capacciotti,0.9
2019-07-29,Capacciotti,1.6
2019-07-30,Capacciotti,0.1
2019-07-31,Capacciotti,0.0
2019-08-01,Capacciotti,0.0
2019-08-02,Capacciotti,0.9
2019-08-03,Capacciotti,1.0
2019-08-04,Capacciotti,0.0
2019-08-05,Capacciotti,0.0
2019-08-06,Capacciotti,0.0
2019-08-07,Capacciotti,0.0
2019-08-08,Capacciotti,0.0
2019-08-09,Capacciotti,0.1
2019-08-10,Capacciotti,0.0
2019-08-11,Capacciotti,0.0
2019-08-12,Capacciotti,0.0
2019-08-13,Capacciotti,0.0
2019-08-14,Capacciotti,2.7
2019-08-15,Capacciotti,0.0
2019-08-16,Capacciotti,0.0
2019-08-17,Capacciotti,0.0
2019-08-18,Capacciotti,0.0
2019-08-19,Capacciotti,0.0
2019-08-20,Capacciotti,0.0
2019-08-21,Capacciotti,0.0
2019-08-22,Capacciotti,0.0
2019-08-23,Capacciotti,1.0
2019-08-24,Capacciotti,0.2
2019-08-25,Capacciotti,2.2
2019-08-26,Capacciotti,3.4
2019-08-27,Capacciotti,0.2
2019-08-28,Capacciotti,0.3
2019-08-29,Capacciotti,2.9
2019-08-30,Capacciotti,0.3
2019-08-31,Capacciotti,1.5
2019-09-01,Capacciotti,1.3
2019-09-02,Capacciotti,13.8
2019-09-03,Capacciotti,53.3
2019-09-04,Capacciotti,0.1
2019-09-05,Capacciotti,0.2
2019-09-06,Capacciotti,5.2
2019-09-07,Capacciotti,0.7
2019-09-08,Capacciotti,0.0
2019-09-09,Capacciotti,0.0
2019-09-10,Capacciotti,0.0
2019-09-11,Capacciotti,0.2
2019-09-12,Capacciotti,0.0
2019-09-13,Capacciotti,0.0
2019-09-14,Capacciotti,0.0
2019-09-15,Capacciotti,0.0
2019-09-16,Capacciotti,0.0
2019-09-17,Capacciotti,0.2
2019-09-18,Capacciotti,0.3
2019-09-19,Capacciotti,10.7
2019-09-20,Capacciotti,6.0
2019-09-21,Capacciotti,0.0
2019-09-22,Capacciotti,1.2
2019-09-23,Capacciotti,3.3
2019-09-24,Capacciotti,2.1
2019-09-25,Capacciotti,0.0
2019-09-26,Capacciotti,0.6
2019-09-27,Capacciotti,0.0
2019-09-28,Capacciotti,0.0
2019-09-29,Capacciotti,0.0
2019-09-30,Capacciotti,0.0
2019-10-01,Capacciotti,0.0
2019-10-02,Capacciotti,0.0
2019-10-03,Capacciotti,15.5
2019-10-04,Capacciotti,0.0
2019-10-05,Capacciotti,0.6
2019-10-06,Capacciotti,0.1
2019-10-07,Capacciotti,5.9
2019-10-08,Capacciotti,0.8
2019-10-09,Capacciotti,0.0
2019-10-10,Capacciotti,0.0
2019-10-11,Capacciotti,1.8
2019-10-12,Capacciotti,0.0
2019-10-13,Capacciotti,0.0
2019-10-14,Capacciotti,0.0
2019-10-15,Capacciotti,0.0
2019-10-16,Capacciotti,0.0
2019-10-17,Capacciotti,0.0
2019-10-18,Capacciotti,0.0
2019-10-19,Capacciotti,0.0
2019-10-20,Capacciotti,0.0
2019-10-21,Capacciotti,0.0
2019-10-22,Capacciotti,0.0
2019-10-23,Capacciotti,0.0
2019-10-24,Capacciotti,0.0
2019-10-25,Capacciotti,1.0
2019-10-26,Capacciotti,0.0
2019-10-27,Capacciotti,0.0
2019-10-28,Capacciotti,0.0
2019-10-29,Capacciotti,0.0
2019-10-30,Capacciotti,0.2
2019-10-31,Capacciotti,1.4
2019-11-01,Capacciotti,6.5
2019-11-02,Capacciotti,0.0
2019-11-03,Capacciotti,4.0
2019-11-04,Capacciotti,0.9
2019-11-05,Capacciotti,1.6
2019-11-06,Capacciotti,2.8
2019-11-07,Capacciotti,0.0
2019-11-08,Capacciotti,0.7
2019-11-09,Capacciotti,2.3
2019-11-10,Capacciotti,0.0
2019-11-11,Capacciotti,0.0
2019-11-12,Capacciotti,30.4
2019-11-13,Capacciotti,2.3
2019-11-14,Capacciotti,0.1
2019-11-15,Capacciotti,0.0
2019-11-16,Capacciotti,0.7
2019-11-17,Capacciotti,16.5
2019-11-18,Capacciotti,0.1
2019-11-19,Capacciotti,0.0
2019-11-20,Capacciotti,0.5
2019-11-21,Capacciotti,0.0
2019-11-22,Capacciotti,0.2
2019-11-23,Capacciotti,0.0
2019-11-24,Capacciotti,47.8
2019-11-25,Capacciotti,14.3
2019-11-26,Capacciotti,0.6
2019-11-27,Capacciotti,3.4
2019-11-28,Capacciotti,0.3
2019-11-29,Capacciotti,0.0
2019-11-30,Capacciotti,1.3
2019-12-01,Capacciotti,0.0
2019-12-02,Capacciotti,0.2
2019-12-03,Capacciotti,2.9
2019-12-04,Capacciotti,0.0
2019-12-05,Capacciotti,0.3
2019-12-06,Capacciotti,0.9
2019-12-07,Capacciotti,0.0
2019-12-08,Capacciotti,0.0
2019-12-09,Capacciotti,0.1
2019-12-10,Capacciotti,9.5
2019-12-11,Capacciotti,0.2
2019-12-12,Capacciotti,0.1
2019-12-13,Capacciotti,7.1
2019-12-14,Capacciotti,1.5
2019-12-15,Capacciotti,0.0
2019-12-16,Capacciotti,0.0
2019-12-17,Capacciotti,0.0
2019-12-18,Capacciotti,0.0
2019-12-19,Capacciotti,6.5
2019-12-20,Capacciotti,0.0
2019-12-21,Capacciotti,10.6
2019-12-22,Capacciotti,2.7
2019-12-23,Capacciotti,0.9
2019-12-24,Capacciotti,0.0
2019-12-25,Capacciotti,0.0
2019-12-26,Capacciotti,0.2
2019-12-27,Capacciotti,0.0
2019-12-28,Capacciotti,9.8
2019-12-29,Capacciotti,2.6
2019-12-30,Capacciotti,3.1
2019-12-31,Capacciotti,0.0
2020-01-01,Capacciotti,0.0
2020-01-02,Capacciotti,0.0
2020-01-03,Capacciotti,0.0
2020-01-04,Capacciotti,0.1
2020-01-05,Capacciotti,1.6
2020-01-06,Capacciotti,0.1
2020-01-07,Capacciotti,0.0
2020-01-08,Capacciotti,0.0
2020-01-09,Capacciotti,0.0
2020-01-10,Capacciotti,0.0
2020-01-11,Capacciotti,0.5
2020-01-12,Capacciotti,0.5
2020-01-13,Capacciotti,0.0
2020-01-14,Capacciotti,0.0
2020-01-15,Capacciotti,0.0
2020-01-16,Capacciotti,0.0
2020-01-17,Capacciotti,0.0
2020-01-18,Capacciotti,0.5
2020-01-19,Capacciotti,2.0
2020-01-20,Capacciotti,1.1
2020-01-21,Capacciotti,0.0
2020-01-22,Capacciotti,0.0
2020-01-23,Capacciotti,0.0
2020-01-24,Capacciotti,0.0
2020-01-25,Capacciotti,0.2
2020-01-26,Capacciotti,1.5
2020-01-27,Capacciotti,0.5
2020-01-28,Capacciotti,0.0
2020-01-29,Capacciotti,0.0
2020-01-30,Capacciotti,0.0
2020-01-31,Capacciotti,0.0
2020-02-01,Capacciotti,0.0
2020-02-02,Capacciotti,0.0
2020-02-03,Capacciotti,0.0
2020-02-04,Capacciotti,8.8
2020-02-05,Capacciotti,15.0
2020-02-06,Capacciotti,0.1
2020-02-07,Capacciotti,0.0
2020-02-08,Capacciotti,0.0
2020-02-09,Capacciotti,0.0
2020-02-10,Capacciotti,0.0
2020-02-11,Capacciotti,0.0
2020-02-12,Capacciotti,0.1
2020-02-13,Capacciotti,0.0
2020-02-14,Capacciotti,6.5
2020-02-15,Capacciotti,0.0
2020-02-16,Capacciotti,0.0
2020-02-17,Capacciotti,0.0
2020-02-18,Capacciotti,0.0
2020-02-19,Capacciotti,11.1
2020-02-20,Capacciotti,1.2
2020-02-21,Capacciotti,0.0
2020-02-22,Capacciotti,0.0
2020-02-23,Capacciotti,0.0
2020-02-24,Capacciotti,0.0
2020-02-25,Capacciotti,0.0
2020-02-26,Capacciotti,0.0
2020-02-27,Capacciotti,0.2
2020-02-28,Capacciotti,1.6
2020-02-29,Capacciotti,0.0
2020-03-01,Capacciotti,0.7
2020-03-02,Capacciotti,2.7
2020-03-03,Capacciotti,1.6
2020-03-04,Capacciotti,0.1
2020-03-05,Capacciotti,0.0
2020-03-06,Capacciotti,1.6
2020-03-07,Capacciotti,9.2
2020-03-08,Capacciotti,8.0
2020-03-09,Capacciotti,0.0
2020-03-10,Capacciotti,0.0
2020-03-11,Capacciotti,0.0
2020-03-12,Capacciotti,0.0
2020-03-13,Capacciotti,0.0
2020-03-14,Capacciotti,0.5
2020-03-15,Capacciotti,1.0
2020-03-16,Capacciotti,0.0
2020-03-17,Capacciotti,0.0
2020-03-18,Capacciotti,0.0
2020-03-19,Capacciotti,0.0
2020-03-20,Capacciotti,0.0
2020-03-21,Capacciotti,0.0
2020-03-22,Capacciotti,2.0
2020-03-23,Capacciotti,0.5
2020-03-24,Capacciotti,3.6
2020-03-25,Capacciotti,13.7
