date,dam,level_m,capacity_m3,level_raw,capacity_raw
2020-06-09,Capaccio,143.11,7981000,"143,11",7.981.000
2020-06-09,Capacciotti,184.3,30424400,"184,30",30.424.400
2020-06-09,Occhito,184.78,124969080,"184,78",124.969.080
2020-06-09,Osento,445.65,4525000,"445,65",4.525.000
2020-06-10,Capaccio,143.12,8002000,"143,12",8.002.000
2020-06-10,Capacciotti,184.25,30310700,"184,25",30.310.700
2020-06-10,Occhito,184.75,124674000,"184,75",124.674.000
2020-06-10,Osento,445.5,4450000,"445,50",4.450.000
2020-06-11,Capaccio,143.13,8023000,"143,13",8.023.000
2020-06-11,Capacciotti,184.2,30197000,"184,20",30.197.000
2020-06-11,Occhito,184.71,124280560,"184,71",124.280.560
2020-06-11,Osento,445.35,4405000,"445,35",4.405.000
2020-06-12,Capaccio,143.14,8044000,"143,14",8.044.000
2020-06-12,Capacciotti,184.15,30083300,"184,15",30.083.300
2020-06-12,Occhito,184.68,123985480,"184,68",123.985.480
2020-06-12,Osento,445.1,4330000,"445,10",4.330.000
2020-06-13,Capaccio,143.14,8044000,"143,14",8.044.000
2020-06-13,Capacciotti,184.1,29969600,"184,10",29.969.600
2020-06-13,Occhito,184.64,123592040,"184,64",123.592.040
2020-06-13,Osento,444.7,4180000,"444,70",4.180.000
2020-06-14,Capaccio,143.15,8065000,"143,15",8.065.000
2020-06-14,Capacciotti,184.0,29742200,"184,00",29.742.200
2020-06-14,Occhito,184.57,122903520,"184,57",122.903.520
2020-06-14,Osento,444.4,4060000,"444,40",4.060.000
2020-06-15,Capaccio,143.15,8065000,"143,15",8.065.000
2020-06-15,Capacciotti,183.95,29638800,"183,95",29.638.800
2020-06-15,Occhito,184.56,122805160,"184,56",122.805.160
2020-06-15,Osento,444.1,3940000,"444,10",3.940.000
2020-06-16,Capaccio,143.19,8149000,"143,19",8.149.000
2020-06-16,Capacciotti,183.95,29638800,"183,95",29.638.800
2020-06-16,Occhito,184.51,122313360,"184,51",122.313.360
2020-06-16,Osento,443.65,3690000,"443,65",3.690.000
2020-06-17,Capaccio,143.21,8191000,"143,21",8.191.000
2020-06-17,Capacciotti,184.0,29742200,"184,00",29.742.200
2020-06-17,Occhito,184.48,122018280,"184,48",122.018.280
2020-06-17,Osento,443.4,3564000,"443,40",3.564.000
2020-06-18,Capaccio,143.22,8212000,"143,22",8.212.000
2020-06-18,Capacciotti,184.05,29855900,"184,05",29.855.900
2020-06-18,Occhito,184.44,121624840,"184,44",121.624.840
2020-06-18,Osento,443.15,3474000,"443,15",3.474.000
2020-06-19,Capaccio,143.22,8212000,"143,22",8.212.000
2020-06-19,Capacciotti,184.0,29742200,"184,00",29.742.200
2020-06-19,Occhito,184.41,121329760,"184,41",121.329.760
2020-06-19,Osento,442.7,3306000,"442,70",3.306.000
2020-06-20,Capaccio,143.23,8233000,"143,23",8.233.000
2020-06-20,Capacciotti,183.95,29638800,"183,95",29.638.800
2020-06-20,Occhito,184.36,120837960,"184,36",120.837.960
2020-06-20,Osento,442.4,3186000,"442,40",3.186.000
2020-06-21,Capaccio,143.23,8233000,"143,23",8.233.000
2020-06-21,Capacciotti,183.9,29534400,"183,90",29.534.400
2020-06-21,Occhito,184.31,120346160,"184,31",120.346.160
2020-06-21,Osento,442.0,3010000,"442,00",3.010.000
2020-06-22,Capaccio,143.24,8254000,"143,24",8.254.000
2020-06-22,Capacciotti,183.8,29325600,"183,80",29.325.600
2020-06-22,Occhito,184.25,119756000,"184,25",119.756.000
2020-06-22,Osento,441.65,2856000,"441,65",2.856.000
2020-06-23,Capaccio,143.24,8254000,"143,24",8.254.000
2020-06-23,Capacciotti,183.7,29116800,"183,70",29.116.800
2020-06-23,Occhito,184.23,119559280,"184,23",119.559.280
2020-06-23,Osento,441.25,2720000,"441,25",2.720.000
2020-06-24,Capaccio,143.24,8254000,"143,24",8.254.000
2020-06-24,Capacciotti,183.6,28908000,"183,60",28.908.000
2020-06-24,Occhito,184.14,118674040,"184,14",118.674.040
2020-06-24,Osento,440.8,2562000,"440,80",2.562.000
2020-06-25,Capaccio,143.24,8254000,"143,24",8.254.000
2020-06-25,Capacciotti,183.45,28594800,"183,45",28.594.800
2020-06-25,Occhito,184.06,117887160,"184,06",117.887.160
2020-06-25,Osento,440.4,2404000,"440,40",2.404.000
2020-06-26,Capaccio,143.24,8254000,"143,24",8.254.000
2020-06-26,Capacciotti,183.3,28281600,"183,30",28.281.600
2020-06-26,Occhito,183.97,117001920,"183,97",117.001.920
2020-06-26,Osento,440.0,2300000,"440,00",2.300.000
2020-06-27,Capaccio,143.24,8254000,"143,24",8.254.000
2020-06-27,Capacciotti,183.05,27759600,"183,05",27.759.600
2020-06-27,Occhito,183.91,116411760,"183,91",116.411.760
2020-06-27,Osento,439.6,2164000,"439,60",2.164.000
2020-06-28,Capaccio,143.25,8275000,"143,25",8.275.000
2020-06-28,Capacciotti,182.9,27447400,"182,90",27.447.400
2020-06-28,Occhito,183.82,115526520,"183,82",115.526.520
2020-06-28,Osento,439.6,2164000,"439,60",2.164.000
2020-06-29,Capaccio,143.25,8275000,"143,25",8.275.000
2020-06-29,Capacciotti,182.7,27029800,"182,70",27.029.800
2020-06-29,Occhito,183.75,114838000,"183,75",114.838.000
2020-06-29,Osento,439.6,2164000,"439,60",2.164.000
2020-06-30,Capaccio,143.25,8275000,"143,25",8.275.000
2020-06-30,Capacciotti,182.5,26612200,"182,50",26.612.200
2020-06-30,Occhito,183.66,113952760,"183,66",113.952.760
2020-06-30,Osento,439.6,2164000,"439,60",2.164.000
2020-07-01,Capaccio,143.25,8275000,"143,25",8.275.000
2020-07-01,Capacciotti,182.3,26194600,"182,30",26.194.600
2020-07-01,Occhito,183.57,113067520,"183,57",113.067.520
2020-07-01,Osento,439.6,2164000,"439,60",2.164.000
2020-07-02,Capaccio,143.25,8275000,"143,25",8.275.000
2020-07-02,Capacciotti,182.0,25568200,"182,00",25.568.200
2020-07-02,Occhito,183.48,112182280,"183,48",112.182.280
2020-07-02,Osento,439.6,2164000,"439,60",2.164.000
2020-07-03,Capaccio,143.25,8275000,"143,25",8.275.000
2020-07-03,Capacciotti,181.85,25283100,"181,85",25.283.100
2020-07-03,Occhito,183.35,110903600,"183,35",110.903.600
2020-07-03,Osento,439.6,2164000,"439,60",2.164.000
2020-07-04,Capaccio,143.26,8296000,"143,26",8.296.000
2020-07-04,Capacciotti,181.6,24806600,"181,60",24.806.600
2020-07-04,Occhito,183.29,110313440,"183,29",110.313.440
2020-07-04,Osento,439.6,2164000,"439,60",2.164.000
2020-07-05,Capaccio,143.26,8296000,"143,26",8.296.000
2020-07-05,Capacciotti,181.4,24425400,"181,40",24.425.400
2020-07-05,Occhito,183.24,109821640,"183,24",109.821.640
2020-07-05,Osento,439.6,2164000,"439,60",2.164.000
2020-07-06,Capaccio,143.26,8296000,"143,26",8.296.000
2020-07-06,Capacciotti,181.5,24616000,"181,50",24.616.000
2020-07-06,Occhito,183.2,109428200,"183,20",109.428.200
2020-07-06,Osento,439.6,2164000,"439,60",2.164.000
2020-07-07,Capaccio,143.26,8296000,"143,26",8.296.000
2020-07-07,Capacciotti,181.4,24425400,"181,40",24.425.400
2020-07-07,Occhito,183.13,108739680,"183,13",108.739.680
2020-07-07,Osento,439.6,2164000,"439,60",2.164.000
2020-07-08,Capaccio,143.26,8296000,"143,26",8.296.000
2020-07-08,Capacciotti,181.25,24139500,"181,25",24.139.500
2020-07-08,Occhito,182.99,107362640,"182,99",107.362.640
2020-07-08,Osento,439.6,2164000,"439,60",2.164.000
2020-07-09,Capaccio,143.26,8296000,"143,26",8.296.000
2020-07-09,Capacciotti,181.05,23758300,"181,05",23.758.300
2020-07-09,Occhito,182.85,105985600,"182,85",105.985.600
2020-07-09,Osento,439.6,2164000,"439,60",2.164.000
2020-07-10,Capaccio,143.27,8317000,"143,27",8.317.000
2020-07-10,Capacciotti,180.8,23282700,"180,80",23.282.700
2020-07-10,Occhito,182.72,104706920,"182,72",104.706.920
2020-07-10,Osento,439.6,2164000,"439,60",2.164.000
2020-07-11,Capaccio,143.27,8317000,"143,27",8.317.000
2020-07-11,Capacciotti,180.6,22901500,"180,60",22.901.500
2020-07-11,Occhito,182.58,103329880,"182,58",103.329.880
2020-07-11,Osento,439.6,2164000,"439,60",2.164.000
2020-07-12,Capaccio,143.27,8317000,"143,27",8.317.000
2020-07-12,Capacciotti,180.35,22425000,"180,35",22.425.000
2020-07-12,Occhito,182.48,102346280,"182,48",102.346.280
2020-07-12,Osento,439.6,2164000,"439,60",2.164.000
2020-07-13,Capaccio,143.27,8317000,"143,27",8.317.000
2020-07-13,Capacciotti,180.1,21948500,"180,10",21.948.500
2020-07-13,Occhito,182.36,101165960,"182,36",101.165.960
2020-07-13,Osento,439.6,2164000,"439,60",2.164.000
2020-07-14,Capaccio,143.26,8296000,"143,26",8.296.000
2020-07-14,Capacciotti,179.95,21670500,"179,95",21.670.500
2020-07-14,Occhito,182.25,100084000,"182,25",100.084.000
2020-07-14,Osento,439.6,2164000,"439,60",2.164.000
2020-07-15,Capaccio,143.25,8275000,"143,25",8.275.000
2020-07-15,Capacciotti,179.8,21410400,"179,80",21.410.400
2020-07-15,Occhito,182.13,98903680,"182,13",98.903.680
2020-07-15,Osento,439.6,2164000,"439,60",2.164.000
2020-07-16,Capaccio,143.25,8275000,"143,25",8.275.000
2020-07-16,Capacciotti,179.7,21237000,"179,70",21.237.000
2020-07-16,Occhito,182.03,97920080,"182,03",97.920.080
2020-07-16,Osento,439.6,2164000,"439,60",2.164.000
2020-07-17,Capaccio,143.25,8275000,"143,25",8.275.000
2020-07-17,Capacciotti,179.65,21150300,"179,65",21.150.300
2020-07-17,Occhito,181.97,97329920,"181,97",97.329.920
2020-07-17,Osento,439.6,2164000,"439,60",2.164.000
2020-07-18,Capaccio,143.28,8338000,"143,28",8.338.000
2020-07-18,Capacciotti,179.65,21150300,"179,65",21.150.300
2020-07-18,Occhito,181.93,96936480,"181,93",96.936.480
2020-07-18,Osento,439.6,2164000,"439,60",2.164.000
2020-07-19,Capaccio,143.29,8359000,"143,29",8.359.000
2020-07-19,Capacciotti,179.65,21150300,"179,65",21.150.300
2020-07-19,Occhito,181.88,96444680,"181,88",96.444.680
2020-07-19,Osento,439.6,2164000,"439,60",2.164.000
2020-07-20,Capaccio,143.29,8359000,"143,29",8.359.000
2020-07-20,Capacciotti,179.6,21063600,"179,60",21.063.600
2020-07-20,Occhito,181.82,95854520,"181,82",95.854.520
2020-07-20,Osento,439.6,2164000,"439,60",2.164.000
2020-07-21,Capaccio,143.29,8359000,"143,29",8.359.000
2020-07-21,Capacciotti,179.6,21063600,"179,60",21.063.600
2020-07-21,Occhito,181.73,94969280,"181,73",94.969.280
2020-07-21,Osento,439.6,2164000,"439,60",2.164.000
2020-07-22,Capaccio,143.28,8338000,"143,28",8.338.000
2020-07-22,Capacciotti,179.5,20890200,"179,50",20.890.200
2020-07-22,Occhito,181.62,93887320,"181,62",93.887.320
2020-07-22,Osento,439.6,2164000,"439,60",2.164.000
2020-07-23,Capaccio,143.28,8338000,"143,28",8.338.000
2020-07-23,Capacciotti,179.3,20543400,"179,30",20.543.400
2020-07-23,Occhito,181.51,92805360,"181,51",92.805.360
2020-07-23,Osento,439.6,2164000,"439,60",2.164.000
2020-07-24,Capaccio,143.28,8338000,"143,28",8.338.000
2020-07-24,Capacciotti,179.0,20023200,"179,00",20.023.200
2020-07-24,Occhito,181.41,91821760,"181,41",91.821.760
2020-07-24,Osento,439.6,2164000,"439,60",2.164.000
2020-07-25,Capaccio,143.27,8317000,"143,27",8.317.000
2020-07-25,Capacciotti,178.75,19588900,"178,75",19.588.900
2020-07-25,Occhito,181.31,90838160,"181,31",90.838.160
2020-07-25,Osento,439.6,2164000,"439,60",2.164.000
2020-07-26,Capaccio,143.26,8296000,"143,26",8.296.000
2020-07-26,Capacciotti,178.5,19155400,"178,50",19.155.400
2020-07-26,Occhito,181.19,89657840,"181,19",89.657.840
2020-07-26,Osento,439.6,2164000,"439,60",2.164.000
2020-07-27,Capaccio,143.25,8275000,"143,25",8.275.000
2020-07-27,Capacciotti,178.35,18895300,"178,35",18.895.300
2020-07-27,Occhito,181.07,88477520,"181,07",88.477.520
2020-07-27,Osento,439.6,2164000,"439,60",2.164.000
2020-07-28,Capaccio,143.24,8254000,"143,24",8.254.000
2020-07-28,Capacciotti,178.1,18461800,"178,10",18.461.800
2020-07-28,Occhito,180.95,87297200,"180,95",87.297.200
2020-07-28,Osento,439.6,2164000,"439,60",2.164.000
2020-07-29,Capaccio,143.23,8233000,"143,23",8.233.000
2020-07-29,Capacciotti,177.85,18057500,"177,85",18.057.500
2020-07-29,Occhito,180.82,86018520,"180,82",86.018.520
2020-07-29,Osento,439.6,2164000,"439,60",2.164.000
2020-07-30,Capaccio,143.23,8233000,"143,23",8.233.000
2020-07-30,Capacciotti,177.55,17594900,"177,55",17.594.900
2020-07-30,Occhito,180.68,84641480,"180,68",84.641.480
2020-07-30,Osento,439.6,2164000,"439,60",2.164.000
2020-07-31,Capaccio,143.22,8212000,"143,22",8.212.000
2020-07-31,Capacciotti,177.25,17132300,"177,25",17.132.300
2020-07-31,Occhito,180.57,83559520,"180,57",83.559.520
2020-07-31,Osento,439.6,2164000,"439,60",2.164.000
2020-08-01,Capaccio,143.21,8191000,"143,21",8.191.000
2020-08-01,Capacciotti,176.95,16670100,"176,95",16.670.100
2020-08-01,Occhito,180.43,82182480,"180,43",82.182.480
2020-08-01,Osento,439.6,2164000,"439,60",2.164.000
2020-08-02,Capaccio,143.2,8170000,"143,20",8.170.000
2020-08-02,Capacciotti,177.25,17132300,"177,25",17.132.300
2020-08-02,Occhito,180.3,80903800,"180,30",80.903.800
2020-08-02,Osento,439.6,2164000,"439,60",2.164.000
2020-08-03,Capaccio,143.2,8170000,"143,20",8.170.000
2020-08-03,Capacciotti,176.2,15513600,"176,20",15.513.600
2020-08-03,Occhito,180.16,79526760,"180,16",79.526.760
2020-08-03,Osento,439.6,2164000,"439,60",2.164.000
2020-08-04,Capaccio,143.19,8149000,"143,19",8.149.000
2020-08-04,Capacciotti,175.95,15135300,"175,95",15.135.300
2020-08-04,Occhito,180.05,78444800,"180,05",78.444.800
2020-08-04,Osento,439.6,2164000,"439,60",2.164.000
2020-08-05,Capaccio,143.18,8128000,"143,18",8.128.000
2020-08-05,Capacciotti,175.95,15135300,"175,95",15.135.300
2020-08-05,Occhito,179.94,77471920,"179,94",77.471.920
2020-08-05,Osento,439.6,2164000,"439,60",2.164.000
2020-08-06,Capaccio,143.18,8128000,"143,18",8.128.000
2020-08-06,Capacciotti,176.05,15282300,"176,05",15.282.300
2020-08-06,Occhito,179.96,77632280,"179,96",77.632.280
2020-08-06,Osento,439.6,2164000,"439,60",2.164.000
2020-08-07,Capaccio,143.18,8128000,"143,18",8.128.000
2020-08-07,Capacciotti,176.05,15282300,"176,05",15.282.300
2020-08-07,Occhito,179.93,77391740,"179,93",77.391.740
2020-08-07,Osento,439.6,2164000,"439,60",2.164.000
2020-08-08,Capaccio,143.18,8128000,"143,18",8.128.000
2020-08-08,Capacciotti,176.1,15359400,"176,10",15.359.400
2020-08-08,Occhito,179.86,76830480,"179,86",76.830.480
2020-08-08,Osento,439.6,2164000,"439,60",2.164.000
2020-08-09,Capaccio,143.18,8128000,"143,18",8.128.000
2020-08-09,Capacciotti,176.2,15513600,"176,20",15.513.600
2020-08-09,Occhito,179.8,76349400,"179,80",76.349.400
2020-08-09,Osento,439.6,2164000,"439,60",2.164.000
2020-08-10,Capaccio,143.18,8128000,"143,18",8.128.000
2020-08-10,Capacciotti,176.15,15436500,"176,15",15.436.500
2020-08-10,Occhito,179.71,75627780,"179,71",75.627.780
2020-08-10,Osento,439.6,2164000,"439,60",2.164.000
2020-08-11,Capaccio,143.18,8128000,"143,18",8.128.000
2020-08-11,Capacciotti,176.1,15359400,"176,10",15.359.400
2020-08-11,Occhito,179.62,74906160,"179,62",74.906.160
2020-08-11,Osento,439.6,2164000,"439,60",2.164.000
2020-08-12,Capaccio,143.11,7981000,"143,11",7.981.000
2020-08-12,Capacciotti,175.8,14928000,"175,80",14.928.000
2020-08-12,Occhito,179.54,74264720,"179,54",74.264.720
2020-08-12,Osento,439.6,2164000,"439,60",2.164.000
2020-08-13,Capaccio,143.04,7834000,"143,04",7.834.000
2020-08-13,Capacciotti,175.65,14720700,"175,65",14.720.700
2020-08-13,Occhito,179.45,73543100,"179,45",73.543.100
2020-08-13,Osento,439.6,2164000,"439,60",2.164.000
2020-08-14,Capaccio,142.96,7684000,"142,96",7.684.000
2020-08-14,Capacciotti,175.45,14444300,"175,45",14.444.300
2020-08-14,Occhito,179.35,72741300,"179,35",72.741.300
2020-08-14,Osento,439.6,2164000,"439,60",2.164.000
2020-08-15,Capaccio,142.88,7552000,"142,88",7.552.000
2020-08-15,Capacciotti,175.2,14098800,"175,20",14.098.800
2020-08-15,Occhito,179.27,72099860,"179,27",72.099.860
2020-08-15,Osento,439.6,2164000,"439,60",2.164.000
2020-08-16,Capaccio,142.82,7453000,"142,82",7.453.000
2020-08-16,Capacciotti,175.05,13891500,"175,05",13.891.500
2020-08-16,Occhito,179.18,71378240,"179,18",71.378.240
2020-08-16,Osento,439.6,2164000,"439,60",2.164.000
2020-08-17,Capaccio,142.75,7337500,"142,75",7.337.500
2020-08-17,Capacciotti,174.9,13683500,"174,90",13.683.500
2020-08-17,Occhito,179.1,70736800,"179,10",70.736.800
2020-08-17,Osento,439.6,2164000,"439,60",2.164.000
2020-08-18,Capaccio,142.69,7238500,"142,69",7.238.500
2020-08-18,Capacciotti,174.6,13268900,"174,60",13.268.900
2020-08-18,Occhito,179.02,70095360,"179,02",70.095.360
2020-08-18,Osento,439.6,2164000,"439,60",2.164.000
2020-08-19,Capaccio,142.61,7106500,"142,61",7.106.500
2020-08-19,Capacciotti,174.35,12923400,"174,35",12.923.400
2020-08-19,Occhito,178.94,69453920,"178,94",69.453.920
2020-08-19,Osento,439.6,2164000,"439,60",2.164.000
2020-08-20,Capaccio,142.53,6974500,"142,53",6.974.500
2020-08-20,Capacciotti,174.25,12785200,"174,25",12.785.200
2020-08-20,Occhito,178.88,68972840,"178,88",68.972.840
2020-08-20,Osento,439.6,2164000,"439,60",2.164.000
2020-08-21,Capaccio,142.47,6875500,"142,47",6.875.500
2020-08-21,Capacciotti,173.25,11503800,"173,25",11.503.800
2020-08-21,Occhito,178.77,68090860,"178,77",68.090.860
2020-08-21,Osento,439.6,2164000,"439,60",2.164.000
2020-08-22,Capaccio,142.38,6727000,"142,38",6.727.000
2020-08-22,Capacciotti,173.95,12377400,"173,95",12.377.400
2020-08-22,Occhito,178.67,67289060,"178,67",67.289.060
2020-08-22,Osento,439.6,2164000,"439,60",2.164.000
2020-08-23,Capaccio,142.3,6595000,"142,30",6.595.000
2020-08-23,Capacciotti,173.7,12065400,"173,70",12.065.400
2020-08-23,Occhito,178.58,66567440,"178,58",66.567.440
2020-08-23,Osento,439.6,2164000,"439,60",2.164.000
2020-08-24,Capaccio,142.23,6479500,"142,23",6.479.500
2020-08-24,Capacciotti,173.5,11815800,"173,50",11.815.800
2020-08-24,Occhito,178.49,65845820,"178,49",65.845.820
2020-08-24,Osento,439.6,2164000,"439,60",2.164.000
2020-08-25,Capaccio,142.16,6364000,"142,16",6.364.000
2020-08-25,Capacciotti,173.25,11503800,"173,25",11.503.800
2020-08-25,Occhito,178.41,65204380,"178,41",65.204.380
2020-08-25,Osento,439.6,2164000,"439,60",2.164.000
2020-08-26,Capaccio,142.11,6281500,"142,11",6.281.500
2020-08-26,Capacciotti,173.25,11503800,"173,25",11.503.800
2020-08-26,Occhito,178.34,64643120,"178,34",64.643.120
2020-08-26,Osento,439.6,2164000,"439,60",2.164.000
2020-08-27,Capaccio,142.04,6166000,"142,04",6.166.000
2020-08-27,Capacciotti,173.1,11316600,"173,10",11.316.600
2020-08-27,Occhito,178.26,64001680,"178,26",64.001.680
2020-08-27,Osento,439.6,2164000,"439,60",2.164.000
2020-08-28,Capaccio,141.98,6068000,"141,98",6.068.000
2020-08-28,Capacciotti,172.9,11067100,"172,90",11.067.100
2020-08-28,Occhito,178.17,63280060,"178,17",63.280.060
2020-08-28,Osento,439.6,2164000,"439,60",2.164.000
2020-08-29,Capaccio,141.92,5972000,"141,92",5.972.000
2020-08-29,Capacciotti,172.65,10755100,"172,65",10.755.100
2020-08-29,Occhito,178.08,62558440,"178,08",62.558.440
2020-08-29,Osento,439.6,2164000,"439,60",2.164.000
2020-08-30,Capaccio,141.84,5844000,"141,84",5.844.000
2020-08-30,Capacciotti,172.25,10255900,"172,25",10.255.900
2020-08-30,Occhito,177.99,61836820,"177,99",61.836.820
2020-08-30,Osento,439.6,2164000,"439,60",2.164.000
2020-08-31,Capaccio,141.81,5796000,"141,81",5.796.000
2020-08-31,Capacciotti,167.1,5171100,"167,10",5.171.100
2020-08-31,Occhito,177.91,61195380,"177,91",61.195.380
2020-08-31,Osento,439.6,2164000,"439,60",2.164.000
2020-09-01,Capaccio,141.75,5700000,"141,75",5.700.000
2020-09-01,Capacciotti,171.7,9618600,"171,70",9.618.600
2020-09-01,Occhito,177.84,60634120,"177,84",60.634.120
2020-09-01,Osento,439.6,2164000,"439,60",2.164.000
2020-09-02,Capaccio,141.69,5604000,"141,69",5.604.000
2020-09-02,Capacciotti,171.35,9239200,"171,35",9.239.200
2020-09-02,Occhito,177.76,59992680,"177,76",59.992.680
2020-09-02,Osento,439.6,2164000,"439,60",2.164.000
2020-09-03,Capaccio,141.64,5524000,"141,64",5.524.000
2020-09-03,Capacciotti,171.0,8859800,"171,00",8.859.800
2020-09-03,Occhito,177.68,59351240,"177,68",59.351.240
2020-09-03,Osento,439.6,2164000,"439,60",2.164.000
2020-09-04,Capaccio,141.57,5412000,"141,57",5.412.000
2020-09-04,Capacciotti,170.85,8697100,"170,85",8.697.100
2020-09-04,Occhito,177.62,58870160,"177,62",58.870.160
2020-09-04,Osento,439.6,2164000,"439,60",2.164.000
2020-09-05,Capaccio,141.52,5332000,"141,52",5.332.000
2020-09-05,Capacciotti,170.35,8155100,"170,35",8.155.100
2020-09-05,Occhito,177.56,58389080,"177,56",58.389.080
2020-09-05,Osento,439.2,2040000,"439,20",2.040.000
2020-09-06,Capaccio,141.45,5220000,"141,45",5.220.000
2020-09-06,Capacciotti,170.0,7775700,"170,00",7.775.700
2020-09-06,Occhito,177.49,57827820,"177,49",57.827.820
2020-09-06,Osento,439.0,1980000,"439,00",1.980.000
2020-09-07,Capaccio,141.4,5140000,"141,40",5.140.000
2020-09-07,Capacciotti,169.55,7353300,"169,55",7.353.300
2020-09-07,Occhito,177.42,57266560,"177,42",57.266.560
2020-09-07,Osento,438.8,1920000,"438,80",1.920.000
2020-09-08,Capaccio,141.35,5060000,"141,35",5.060.000
2020-09-08,Capacciotti,169.25,7071900,"169,25",7.071.900
2020-09-08,Occhito,177.35,56705300,"177,35",56.705.300
2020-09-08,Osento,438.5,1830000,"438,50",1.830.000
2020-09-09,Capaccio,141.3,4980000,"141,30",4.980.000
2020-09-09,Capacciotti,168.95,6790300,"168,95",6.790.300
2020-09-09,Occhito,177.28,56144040,"177,28",56.144.040
2020-09-09,Osento,438.1,1726000,"438,10",1.726.000
2020-09-10,Capaccio,141.23,4868000,"141,23",4.868.000
2020-09-10,Capacciotti,168.6,6462000,"168,60",6.462.000
2020-09-10,Occhito,177.22,55662960,"177,22",55.662.960
2020-09-10,Osento,437.7,1616000,"437,70",1.616.000
2020-09-11,Capaccio,141.17,4772000,"141,17",4.772.000
2020-09-11,Capacciotti,168.25,6133700,"168,25",6.133.700
2020-09-11,Occhito,177.15,55101700,"177,15",55.101.700
2020-09-11,Osento,437.5,1560000,"437,50",1.560.000
2020-09-12,Capaccio,141.11,4676000,"141,11",4.676.000
2020-09-12,Capacciotti,167.9,5817500,"167,90",5.817.500
2020-09-12,Occhito,177.07,54460260,"177,07",54.460.260
2020-09-12,Osento,437.5,1560000,"437,50",1.560.000
2020-09-13,Capaccio,141.05,4580000,"141,05",4.580.000
2020-09-13,Capacciotti,167.5,5494300,"167,50",5.494.300
2020-09-13,Occhito,177.0,53899000,"177,00",53.899.000
2020-09-13,Osento,437.5,1560000,"437,50",1.560.000
2020-09-14,Capaccio,141.0,4500000,"141,00",4.500.000
2020-09-14,Capacciotti,167.1,5171100,"167,10",5.171.100
2020-09-14,Occhito,176.93,53337740,"176,93",53.337.740
2020-09-14,Osento,437.5,1560000,"437,50",1.560.000
2020-09-15,Capaccio,141.0,4500000,"141,00",4.500.000
2020-09-15,Capacciotti,166.7,4847000,"166,70",4.847.000
2020-09-15,Occhito,176.86,52776480,"176,86",52.776.480
2020-09-15,Osento,437.5,1560000,"437,50",1.560.000
2020-09-16,Capaccio,141.0,4500000,"141,00",4.500.000
2020-09-16,Capacciotti,166.3,4523800,"166,30",4.523.800
2020-09-16,Occhito,176.79,52215220,"176,79",52.215.220
2020-09-16,Osento,437.5,1560000,"437,50",1.560.000
2020-09-17,Capaccio,141.0,4500000,"141,00",4.500.000
2020-09-17,Capacciotti,166.05,4321800,"166,05",4.321.800
2020-09-17,Occhito,176.71,51573780,"176,71",51.573.780
2020-09-17,Osento,437.5,1560000,"437,50",1.560.000
2020-09-18,Capaccio,141.0,4500000,"141,00",4.500.000
2020-09-18,Capacciotti,165.8,4143600,"165,80",4.143.600
2020-09-18,Occhito,176.63,50932340,"176,63",50.932.340
2020-09-18,Osento,437.5,1560000,"437,50",1.560.000
2020-09-19,Capaccio,141.0,4500000,"141,00",4.500.000
2020-09-19,Capacciotti,165.6,4005200,"165,60",4.005.200
2020-09-19,Occhito,176.55,50290900,"176,55",50.290.900
2020-09-19,Osento,437.5,1560000,"437,50",1.560.000
2020-09-20,Capaccio,141.0,4500000,"141,00",4.500.000
2020-09-20,Capacciotti,165.1,3659200,"165,10",3.659.200
2020-09-20,Occhito,176.48,49729640,"176,48",49.729.640
2020-09-20,Osento,437.5,1560000,"437,50",1.560.000
2020-09-21,Capaccio,141.0,4500000,"141,00",4.500.000
2020-09-21,Capacciotti,164.9,3521500,"164,90",3.521.500
2020-09-21,Occhito,176.43,49328740,"176,43",49.328.740
2020-09-21,Osento,437.5,1560000,"437,50",1.560.000
2020-09-22,Capaccio,141.08,4628000,"141,08",4.628.000
2020-09-22,Capacciotti,164.8,3452300,"164,80",3.452.300
2020-09-22,Occhito,176.36,48767480,"176,36",48.767.480
2020-09-22,Osento,437.5,1560000,"437,50",1.560.000
2020-09-23,Capaccio,141.08,4628000,"141,08",4.628.000
2020-09-23,Capacciotti,164.5,3244700,"164,50",3.244.700
2020-09-23,Occhito,176.3,48286400,"176,30",48.286.400
2020-09-23,Osento,437.5,1560000,"437,50",1.560.000
2020-09-24,Capaccio,141.08,4628000,"141,08",4.628.000
2020-09-24,Capacciotti,164.3,3106300,"164,30",3.106.300
2020-09-24,Occhito,176.26,47965680,"176,26",47.965.680
2020-09-24,Osento,437.5,1560000,"437,50",1.560.000
2020-09-25,Capaccio,141.07,4612000,"141,07",4.612.000
2020-09-25,Capacciotti,164.15,3002100,"164,15",3.002.100
2020-09-25,Occhito,176.2,47484600,"176,20",47.484.600
2020-09-25,Osento,437.5,1560000,"437,50",1.560.000
2020-09-26,Capaccio,141.07,4612000,"141,07",4.612.000
2020-09-26,Capacciotti,164.35,3140900,"164,35",3.140.900
2020-09-26,Occhito,176.17,47244060,"176,17",47.244.060
2020-09-26,Osento,437.5,1560000,"437,50",1.560.000
2020-09-27,Capaccio,141.07,4612000,"141,07",4.612.000
2020-09-27,Capacciotti,164.6,3313900,"164,60",3.313.900
2020-09-27,Occhito,176.14,47003520,"176,14",47.003.520
